timestamp	num_vids	num_likes	num_followers	num_following
1683702000	19		159	
1683788400	19		160	
1683874800	19		160	
1683961200	19		160	
1684047600	19		160	
1684134000	19		160	
1684220400	19		160	
1684306800	19		160	
1684393200	19		160	
1684479600	19		160	
1684566000	21		163	
1684652400	21		162	
1684738800	22		205	
1684825200	22		242	
1684911600	22		266	
1684998000	22		272	
1685084400	22		278	
1685170800	22		288	
1685257200	22		297	
1685343600	22		299	
1685430000	22		310	
1685516400	22		312	
1685602800	22		315	
1685689200	22		317	
1685775600	22		319	
1685862000	22		320	
1685948400	22		319	
1686034800	22		319	
1686121200	22		319	
1686207600	22		321	
1686294000	22		321	
1686380400	22		321	
1686466800	22		321	
1686553200	22		321	
1686639600	22		322	
1686726000	22		322	
1686812400	22		322	
1686898800	22		322	
1686985200	22		323	
1687071600	22		323	
1687158000	22		323	
1687244400	22		324	
1687330800	22		325	
1687417200	22		326	
1687503600	22		326	
1687590000	22		326	
1687676400	22		327	
1687762800	22		327	
1687849200	22		328	
1687935600	22		329	
1688022000	22		330	
1688108400	22		329	
1688194800	22		327	
1688281200	22		519	
1688367600	22		751	
1688454000	22		775	
1688540400	22		793	
1688626800	22		798	
1688713200	22	19500	808	277
1688799600	23	19800	819	277
1688886000	24	19900	828	277
1688972400	26	20700	844	273
1689058800	26	20900	850	273
1689145200	27	21500	855	273
1689231600	28	21700	861	274
1689375466.130397	29	21900	862	275
1689377200.8305304	29	21900	862	275
1689377599.767779	29	21900	862	275
1689381204.1382318	29	21900	862	275
1689384807.2272084	29	21900	862	275
1689388410.2542255	29	21900	862	275
1689392013.6646287	29	21900	862	275
1689395616.4940152	29	21900	862	275
1689399218.4826252	29	22000	862	275
1689402820.7928543	29	22000	862	275
1689406424.709918	29	22000	862	275
1689410028.1191487	29	22000	864	275
1689413630.384293	29	22000	864	275
1689417232.9986994	29	22000	864	275
1689420836.7806325	29	22000	865	275
1689424439.2853143	29	22000	865	275
1689428049.5139518	29	22000	867	275
1689431651.6021228	29	22000	867	275
1689435252.9876804	29	22000	866	275
1689438855.4551797	29	22000	866	275
